70000
Age0-9 Age10-19 Age20-29 Age30-49 Age50-69 Age70+ Gender ReadingGlasses Sunglasses 
13856.png 0 1 0 0 0 0 0 0 0 
13857.png 0 1 0 0 0 0 1 1 0 
13858.png 0 1 0 0 0 0 0 0 0 
13859.png 1 0 0 0 0 0 0 0 0 
13860.png 0 1 0 0 0 0 0 0 0 
13861.png 0 0 0 1 0 0 0 0 0 
13862.png 0 0 0 1 0 0 0 0 0 
13863.png 0 0 0 1 0 0 0 0 0 
13864.png 0 0 0 1 0 0 1 0 0 
13865.png 0 0 0 1 0 0 0 0 0 
13866.png 1 0 0 0 0 0 0 0 0 
13867.png 0 1 0 0 0 0 0 0 0 
13868.png 0 0 1 0 0 0 0 0 0 
13869.png 0 1 0 0 0 0 1 0 0 
13870.png 0 1 0 0 0 0 0 0 1 
13871.png 0 0 0 1 0 0 1 0 0 
13872.png 1 0 0 0 0 0 0 0 0 
13873.png 0 1 0 0 0 0 0 0 0 
13874.png 0 0 1 0 0 0 0 0 0 
13875.png 0 0 0 0 1 0 1 0 1 
13876.png 0 0 1 0 0 0 1 1 0 
13877.png 0 0 0 1 0 0 0 1 0 
13878.png 0 0 0 0 0 1 0 0 0 
13879.png 0 0 0 1 0 0 0 1 0 
13880.png 0 0 0 1 0 0 0 0 0 
13881.png 0 1 0 0 0 0 1 0 0 
13882.png 0 1 0 0 0 0 0 0 0 
13883.png 0 0 1 0 0 0 0 0 0 
13884.png 0 0 0 0 1 0 0 0 0 
13885.png 0 0 1 0 0 0 0 0 0 
13886.png 0 0 0 1 0 0 1 0 0 
13887.png 0 1 0 0 0 0 0 0 0 
13888.png 0 0 1 0 0 0 1 1 0 
13889.png 0 0 0 0 1 0 1 0 0 
13890.png 0 0 1 0 0 0 1 0 0 
13891.png 0 0 1 0 0 0 1 1 0 
13892.png 0 0 0 1 0 0 1 0 0 
13893.png 0 0 0 0 1 0 1 0 0 
13894.png 0 0 1 0 0 0 0 0 0 
13895.png 0 0 0 1 0 0 0 0 0 
13896.png 0 0 0 1 0 0 1 0 0 
13897.png 0 0 1 0 0 0 0 0 0 
13898.png 0 0 0 1 0 0 1 1 0 
13899.png 0 1 0 0 0 0 1 0 0 
13900.png 0 0 1 0 0 0 1 0 0 
13901.png 0 0 0 1 0 0 1 0 0 
13902.png 0 0 0 1 0 0 1 0 1 
13903.png 0 0 1 0 0 0 1 0 0 
13904.png 0 1 0 0 0 0 0 0 0 
13905.png 0 0 0 0 1 0 0 0 1 
13906.png 0 0 1 0 0 0 1 0 0 
13907.png 0 1 0 0 0 0 0 0 0 
13908.png 0 1 0 0 0 0 0 0 0 
13909.png 0 0 1 0 0 0 0 0 0 
13910.png 0 0 0 1 0 0 0 0 0 
13911.png 0 1 0 0 0 0 1 0 0 
13912.png 0 0 0 0 1 0 0 0 0 
13913.png 0 0 1 0 0 0 0 1 0 
13914.png 0 1 0 0 0 0 0 0 0 
13915.png 0 0 1 0 0 0 1 0 0 
13916.png 0 1 0 0 0 0 0 0 0 
13917.png 0 0 0 1 0 0 0 0 0 
13918.png 0 0 0 1 0 0 1 0 0 
13919.png 0 0 0 1 0 0 0 1 0 
13920.png 0 1 0 0 0 0 0 0 0 
13921.png 0 0 0 1 0 0 1 1 0 
13922.png 0 0 1 0 0 0 0 0 0 
13923.png 0 0 1 0 0 0 1 0 0 
13924.png 0 1 0 0 0 0 1 0 0 
13925.png 0 1 0 0 0 0 0 0 0 
13926.png 0 0 0 1 0 0 0 0 1 
13927.png 0 0 0 1 0 0 1 1 0 
13928.png 0 0 0 1 0 0 1 0 0 
13929.png 0 1 0 0 0 0 1 1 0 
13930.png 0 0 0 0 0 1 1 0 0 
13931.png 0 0 0 1 0 0 0 0 0 
13932.png 0 1 0 0 0 0 0 0 0 
13933.png 0 0 1 0 0 0 1 0 0 
13934.png 0 0 0 0 1 0 1 0 1 
13935.png 0 1 0 0 0 0 1 0 0 
13936.png 0 0 0 1 0 0 0 0 0 
13937.png 0 0 0 1 0 0 0 0 0 
13938.png 0 0 1 0 0 0 0 0 0 
13939.png 0 0 0 1 0 0 1 0 0 
13940.png 0 0 0 0 1 0 1 0 0 
13941.png 0 0 0 1 0 0 0 0 0 
13942.png 0 0 1 0 0 0 1 0 0 
13943.png 0 0 0 1 0 0 1 0 0 
13944.png 0 0 0 0 1 0 1 0 0 
13945.png 0 0 0 1 0 0 0 0 0 
13946.png 0 0 0 1 0 0 1 0 0 
13947.png 0 1 0 0 0 0 0 0 0 
13948.png 0 1 0 0 0 0 0 0 0 
13949.png 0 0 0 0 1 0 1 0 0 
13950.png 0 0 0 1 0 0 1 0 0 
13951.png 0 1 0 0 0 0 1 0 0 
13952.png 0 1 0 0 0 0 1 0 0 
13953.png 0 0 1 0 0 0 0 0 0 
13954.png 0 0 1 0 0 0 0 0 0 
13955.png 0 1 0 0 0 0 0 0 0 
13956.png 0 0 1 0 0 0 0 0 0 
13957.png 0 1 0 0 0 0 1 0 0 
13958.png 0 0 0 1 0 0 1 1 0 
13959.png 0 1 0 0 0 0 0 0 0 
13960.png 0 1 0 0 0 0 0 0 0 
13961.png 0 0 1 0 0 0 1 0 1 
13962.png 0 0 1 0 0 0 1 0 0 
13963.png 0 1 0 0 0 0 0 1 0 
13964.png 0 0 0 1 0 0 1 0 0 
13965.png 0 0 0 0 1 0 1 1 0 
13966.png 0 0 1 0 0 0 1 0 0 
13967.png 0 0 1 0 0 0 0 0 0 
13968.png 0 1 0 0 0 0 0 0 0 
13969.png 0 1 0 0 0 0 0 0 0 
13970.png 0 0 0 0 1 0 0 0 0 
13971.png 0 1 0 0 0 0 0 0 0 
13972.png 0 1 0 0 0 0 1 0 0 
13973.png 0 0 0 0 1 0 1 1 0 
13974.png 0 0 0 1 0 0 0 0 0 
13975.png 0 1 0 0 0 0 1 1 0 
13976.png 0 0 0 0 1 0 1 0 0 
13977.png 0 0 1 0 0 0 1 0 0 
13978.png 0 0 1 0 0 0 1 0 0 
13979.png 0 1 0 0 0 0 1 0 0 
13980.png 0 1 0 0 0 0 1 0 0 
13981.png 1 0 0 0 0 0 0 0 0 
13982.png 0 1 0 0 0 0 0 0 0 
13983.png 0 1 0 0 0 0 0 0 0 
13984.png 0 0 1 0 0 0 1 0 0 
13985.png 0 1 0 0 0 0 1 0 0 
13986.png 0 0 0 1 0 0 1 0 0 
13987.png 0 0 1 0 0 0 0 0 0 
13988.png 0 0 0 1 0 0 1 1 0 
13989.png 0 0 0 0 1 0 1 1 0 
13990.png 0 1 0 0 0 0 0 0 0 
13991.png 0 0 0 1 0 0 0 1 0 
13992.png 0 0 0 1 0 0 1 1 0 
13993.png 0 1 0 0 0 0 0 0 0 
13994.png 0 1 0 0 0 0 0 0 0 
13995.png 0 0 0 1 0 0 0 0 0 
13996.png 0 0 0 1 0 0 1 0 0 
13997.png 0 1 0 0 0 0 0 1 0 
13998.png 0 0 1 0 0 0 0 0 0 
13999.png 0 0 0 1 0 0 0 0 0 
14000.png 0 1 0 0 0 0 1 0 0 
14001.png 0 0 0 1 0 0 0 0 0 
14002.png 0 0 0 1 0 0 0 0 0 
14003.png 0 0 0 1 0 0 1 1 0 
14004.png 0 0 0 1 0 0 0 0 0 
14005.png 0 1 0 0 0 0 0 1 0 
14006.png 0 0 1 0 0 0 0 0 0 
14007.png 0 1 0 0 0 0 1 0 0 
14008.png 0 1 0 0 0 0 1 0 0 
14009.png 0 0 1 0 0 0 0 0 0 
14010.png 0 1 0 0 0 0 0 0 0 
14011.png 0 0 0 0 1 0 1 1 0 
14012.png 0 0 0 1 0 0 1 0 0 
14013.png 0 0 1 0 0 0 0 0 0 
14014.png 0 0 0 1 0 0 1 1 0 
14015.png 0 1 0 0 0 0 0 0 0 
14016.png 0 1 0 0 0 0 0 0 0 
14017.png 0 0 1 0 0 0 0 0 0 
14018.png 0 0 0 1 0 0 0 0 0 
14019.png 0 1 0 0 0 0 1 0 0 
14020.png 0 1 0 0 0 0 0 0 0 
14021.png 0 0 1 0 0 0 0 0 0 
14022.png 0 1 0 0 0 0 0 0 0 
14023.png 0 0 0 1 0 0 0 1 0 
14024.png 0 0 0 0 1 0 0 0 0 
14025.png 0 0 0 1 0 0 0 1 0 
14026.png 0 1 0 0 0 0 0 0 0 
14027.png 0 0 0 0 1 0 1 1 0 
14028.png 0 0 0 1 0 0 1 1 0 
14029.png 0 1 0 0 0 0 0 0 0 
14030.png 0 0 0 1 0 0 0 0 0 
14031.png 0 0 0 0 1 0 1 0 0 
14032.png 0 1 0 0 0 0 0 0 0 
14033.png 0 0 0 1 0 0 1 0 0 
14034.png 0 0 0 1 0 0 0 0 1 
14035.png 0 0 0 1 0 0 0 0 0 
14036.png 0 1 0 0 0 0 0 0 0 
14037.png 0 1 0 0 0 0 0 0 0 
14038.png 0 0 0 1 0 0 1 1 0 
14039.png 0 1 0 0 0 0 0 0 0 
14040.png 0 0 1 0 0 0 0 0 0 
14041.png 0 1 0 0 0 0 0 0 0 
14042.png 0 0 0 1 0 0 0 1 0 
14043.png 0 0 1 0 0 0 0 0 0 
14044.png 0 1 0 0 0 0 1 0 0 
14045.png 0 0 1 0 0 0 1 1 0 
14046.png 0 0 1 0 0 0 1 0 0 
14047.png 0 0 1 0 0 0 1 0 0 
14048.png 0 0 1 0 0 0 1 0 0 
14049.png 0 0 1 0 0 0 1 0 1 
14050.png 0 1 0 0 0 0 0 0 0 
14051.png 1 0 0 0 0 0 1 0 0 
14052.png 0 0 0 0 1 0 1 1 0 
14053.png 0 0 0 0 1 0 1 0 0 
14054.png 0 1 0 0 0 0 0 0 0 
14055.png 0 1 0 0 0 0 0 0 0 
14056.png 0 0 0 1 0 0 1 0 0 
14057.png 0 1 0 0 0 0 0 0 0 
14058.png 0 0 0 1 0 0 1 0 1 
14059.png 0 0 0 1 0 0 0 0 0 
14060.png 0 0 1 0 0 0 1 0 0 
14061.png 0 0 0 1 0 0 1 0 0 
14062.png 0 0 0 0 1 0 0 1 0 
14063.png 0 1 0 0 0 0 0 0 0 
14064.png 0 1 0 0 0 0 0 0 0 
14065.png 0 0 1 0 0 0 0 0 0 
14066.png 0 0 0 1 0 0 0 0 0 
14067.png 0 1 0 0 0 0 0 0 0 
14068.png 0 0 0 1 0 0 0 0 1 
14069.png 0 0 1 0 0 0 1 0 0 
14070.png 0 0 1 0 0 0 1 0 0 
14071.png 0 0 1 0 0 0 1 0 0 
14072.png 0 1 0 0 0 0 0 0 0 
14073.png 0 0 0 1 0 0 0 0 0 
14074.png 0 0 0 1 0 0 0 0 0 
14075.png 0 0 0 1 0 0 1 1 0 
14076.png 0 0 0 1 0 0 1 0 0 
14077.png 0 0 0 1 0 0 0 0 0 
14078.png 0 0 0 0 1 0 1 0 0 
14079.png 0 1 0 0 0 0 0 0 0 
14080.png 0 1 0 0 0 0 0 1 0 
14081.png 0 0 0 1 0 0 1 0 0 
14082.png 0 1 0 0 0 0 0 0 0 
14083.png 0 0 0 0 1 0 1 0 0 
14084.png 0 1 0 0 0 0 0 0 0 
14085.png 0 0 0 1 0 0 1 0 0 
14086.png 0 0 1 0 0 0 0 0 0 
14087.png 0 0 1 0 0 0 0 0 0 
14088.png 0 0 0 0 1 0 0 0 0 
14089.png 0 1 0 0 0 0 0 0 0 
14090.png 0 0 0 1 0 0 0 1 0 
14091.png 0 1 0 0 0 0 0 0 0 
14092.png 0 0 0 1 0 0 1 0 0 
14093.png 0 0 0 1 0 0 1 1 0 
14094.png 0 0 0 0 1 0 1 1 0 
14095.png 0 0 0 1 0 0 1 0 1 
14096.png 0 1 0 0 0 0 0 0 0 
14097.png 0 0 0 1 0 0 1 0 0 
14098.png 0 0 1 0 0 0 1 0 0 
14099.png 0 0 0 1 0 0 0 0 0 
14100.png 1 0 0 0 0 0 1 0 0 
14101.png 0 0 0 0 1 0 1 0 0 
14102.png 0 0 0 1 0 0 1 0 0 
14103.png 0 1 0 0 0 0 0 0 0 
14104.png 0 1 0 0 0 0 0 0 0 
14105.png 0 0 1 0 0 0 1 0 0 
14106.png 0 1 0 0 0 0 0 0 0 
14107.png 0 0 0 0 1 0 0 0 0 
14108.png 0 0 0 0 1 0 0 1 0 
14109.png 0 1 0 0 0 0 0 0 0 
14110.png 0 0 0 1 0 0 0 1 0 
14111.png 0 0 0 0 1 0 0 0 1 
14112.png 0 0 0 1 0 0 0 0 0 
14113.png 0 0 0 1 0 0 0 0 0 
14114.png 0 0 0 1 0 0 1 0 0 
14115.png 0 1 0 0 0 0 0 0 0 
14116.png 0 0 0 1 0 0 0 0 0 
14117.png 0 0 0 1 0 0 0 0 1 
14118.png 0 0 0 0 1 0 1 1 0 
14119.png 0 1 0 0 0 0 0 1 0 
14120.png 0 0 0 1 0 0 0 0 1 
14121.png 0 0 0 0 1 0 1 0 1 
14122.png 0 1 0 0 0 0 0 0 0 
14123.png 0 0 0 1 0 0 1 0 0 
14124.png 0 1 0 0 0 0 1 1 0 
14125.png 0 1 0 0 0 0 0 0 0 
14126.png 0 0 0 0 1 0 1 0 0 
14127.png 0 1 0 0 0 0 0 0 0 
14128.png 0 0 0 1 0 0 1 1 0 
14129.png 0 0 1 0 0 0 1 0 0 
14130.png 0 0 0 1 0 0 0 0 0 
14131.png 0 0 0 1 0 0 0 1 0 
14132.png 0 0 0 1 0 0 1 0 0 
14133.png 0 0 0 1 0 0 1 0 0 
14134.png 0 1 0 0 0 0 1 0 0 
14135.png 0 1 0 0 0 0 0 0 0 
14136.png 0 0 0 1 0 0 1 0 0 
14137.png 0 0 0 0 1 0 1 1 0 
14138.png 0 1 0 0 0 0 1 0 0 
14139.png 0 1 0 0 0 0 0 0 0 
14140.png 0 0 0 0 1 0 0 0 0 
14141.png 0 0 0 1 0 0 1 0 0 
14142.png 0 1 0 0 0 0 0 0 0 
14143.png 0 0 0 1 0 0 1 0 0 
14144.png 0 0 0 0 1 0 0 0 0 
14145.png 0 1 0 0 0 0 1 0 0 
14146.png 0 0 0 1 0 0 1 0 0 
14147.png 0 0 0 1 0 0 1 0 0 
14148.png 0 0 0 0 1 0 0 0 0 
14149.png 0 1 0 0 0 0 0 0 0 
14150.png 0 0 0 0 1 0 0 1 0 
14151.png 0 1 0 0 0 0 1 0 0 
14152.png 0 0 0 0 0 1 0 0 0 
14153.png 0 1 0 0 0 0 0 0 0 
14154.png 0 0 0 0 1 0 1 0 0 
14155.png 0 0 0 1 0 0 1 0 0 
14156.png 0 1 0 0 0 0 1 0 0 
14157.png 0 0 0 1 0 0 1 0 0 
14158.png 0 1 0 0 0 0 0 0 0 
14159.png 0 1 0 0 0 0 0 0 0 
14160.png 1 0 0 0 0 0 1 0 0 
14161.png 0 1 0 0 0 0 1 0 0 
14162.png 0 0 0 1 0 0 0 0 0 
14163.png 0 0 0 1 0 0 0 0 0 
14164.png 0 1 0 0 0 0 0 0 0 
14165.png 1 0 0 0 0 0 1 0 0 
14166.png 0 0 0 1 0 0 0 0 0 
14167.png 1 0 0 0 0 0 0 0 0 
14168.png 0 0 0 0 1 0 0 1 0 
14169.png 0 1 0 0 0 0 0 1 0 
14170.png 0 0 0 0 1 0 0 0 0 
14171.png 0 0 0 0 0 1 0 1 0 
14172.png 0 1 0 0 0 0 0 0 1 
14173.png 0 0 0 1 0 0 1 0 0 
14174.png 0 0 0 1 0 0 1 0 0 
14175.png 0 0 0 1 0 0 1 0 0 
14176.png 0 1 0 0 0 0 0 0 0 
14177.png 0 0 0 1 0 0 1 1 0 
14178.png 0 0 1 0 0 0 0 0 0 
14179.png 0 0 1 0 0 0 0 0 0 
14180.png 0 1 0 0 0 0 0 0 0 
14181.png 0 0 1 0 0 0 0 0 0 
14182.png 0 0 1 0 0 0 1 0 0 
14183.png 0 0 0 1 0 0 1 0 0 
14184.png 0 1 0 0 0 0 0 0 0 
14185.png 0 0 1 0 0 0 1 1 0 
14186.png 1 0 0 0 0 0 1 0 0 
14187.png 0 0 0 1 0 0 1 0 0 
14188.png 0 1 0 0 0 0 0 0 0 
14189.png 0 1 0 0 0 0 1 0 0 
14190.png 0 1 0 0 0 0 0 0 0 
14191.png 0 1 0 0 0 0 0 0 0 
14192.png 0 0 1 0 0 0 0 0 0 
14193.png 0 1 0 0 0 0 0 0 0 
14194.png 0 1 0 0 0 0 0 0 0 
14195.png 0 0 0 1 0 0 1 1 0 
14196.png 0 0 0 1 0 0 0 0 0 
14197.png 0 1 0 0 0 0 0 0 0 
14198.png 0 0 1 0 0 0 1 0 0 
14199.png 0 1 0 0 0 0 0 0 0 
14200.png 0 0 0 1 0 0 1 0 0 
14201.png 0 0 0 1 0 0 1 0 0 
14202.png 0 1 0 0 0 0 0 0 0 
14203.png 0 1 0 0 0 0 0 0 0 
14204.png 0 0 0 1 0 0 1 0 0 
14205.png 0 1 0 0 0 0 0 0 0 
14206.png 0 0 1 0 0 0 1 0 0 
14207.png 0 0 0 1 0 0 1 1 0 
14208.png 0 0 1 0 0 0 0 0 0 
14209.png 0 1 0 0 0 0 0 0 0 
14210.png 0 0 1 0 0 0 1 0 0 
14211.png 0 0 0 1 0 0 1 1 0 
14212.png 0 1 0 0 0 0 0 1 0 
14213.png 0 0 0 1 0 0 1 0 0 
14214.png 0 0 0 1 0 0 1 0 0 
14215.png 0 0 0 0 1 0 0 0 0 
14216.png 0 0 0 0 1 0 0 0 0 
14217.png 0 0 1 0 0 0 1 0 0 
14218.png 0 0 0 1 0 0 1 0 1 
14219.png 0 1 0 0 0 0 0 0 0 
14220.png 0 1 0 0 0 0 0 0 0 
14221.png 0 1 0 0 0 0 1 0 0 
14222.png 0 0 0 1 0 0 0 0 1 
14223.png 0 0 1 0 0 0 1 0 0 
14224.png 0 0 0 1 0 0 1 0 0 
14225.png 0 1 0 0 0 0 1 0 0 
14226.png 0 0 1 0 0 0 1 0 0 
14227.png 0 0 1 0 0 0 0 0 0 
14228.png 0 0 1 0 0 0 1 0 0 
14229.png 0 1 0 0 0 0 0 0 0 
14230.png 0 1 0 0 0 0 1 1 0 
14231.png 0 0 1 0 0 0 0 0 0 
14232.png 0 1 0 0 0 0 1 0 0 
14233.png 0 0 1 0 0 0 0 0 0 
14234.png 0 1 0 0 0 0 0 0 0 
14235.png 0 0 1 0 0 0 0 0 0 
14236.png 0 0 0 1 0 0 1 1 0 
14237.png 0 0 0 0 1 0 1 0 0 
14238.png 0 1 0 0 0 0 0 0 0 
14239.png 0 1 0 0 0 0 0 0 0 
14240.png 0 0 0 0 1 0 0 0 1 
14241.png 0 0 1 0 0 0 1 0 1 
14242.png 0 0 0 0 1 0 1 0 0 
14243.png 0 0 0 1 0 0 1 0 0 
14244.png 0 1 0 0 0 0 0 0 0 
14245.png 0 1 0 0 0 0 0 0 0 
14246.png 0 0 1 0 0 0 0 0 0 
14247.png 0 0 1 0 0 0 0 0 0 
14248.png 0 1 0 0 0 0 1 0 0 
14249.png 0 0 1 0 0 0 1 0 0 
14250.png 0 0 0 1 0 0 0 0 0 
14251.png 0 1 0 0 0 0 0 0 0 
14252.png 0 1 0 0 0 0 1 0 0 
14253.png 0 1 0 0 0 0 0 0 0 
14254.png 0 0 0 1 0 0 1 0 1 
14255.png 0 1 0 0 0 0 0 0 0 
14256.png 0 0 1 0 0 0 1 0 0 
14257.png 0 1 0 0 0 0 1 0 0 
14258.png 0 1 0 0 0 0 0 0 0 
14259.png 1 0 0 0 0 0 1 0 0 
14260.png 0 0 0 0 1 0 0 1 0 
14261.png 0 0 0 1 0 0 1 0 0 
14262.png 0 0 1 0 0 0 0 0 0 
14263.png 0 0 0 1 0 0 0 0 0 
14264.png 0 1 0 0 0 0 0 0 0 
14265.png 0 1 0 0 0 0 0 0 0 
14266.png 0 0 1 0 0 0 0 0 0 
14267.png 0 0 0 1 0 0 0 0 0 
14268.png 0 0 1 0 0 0 0 0 0 
14269.png 0 1 0 0 0 0 0 0 0 
14270.png 0 1 0 0 0 0 1 0 0 
14271.png 0 0 0 1 0 0 1 0 0 
14272.png 0 1 0 0 0 0 0 0 0 
14273.png 0 0 0 0 1 0 1 0 0 
14274.png 0 0 1 0 0 0 1 0 0 
14275.png 1 0 0 0 0 0 1 0 0 
14276.png 0 0 0 1 0 0 1 0 0 
14277.png 0 0 1 0 0 0 0 0 0 
14278.png 0 1 0 0 0 0 0 0 0 
14279.png 0 1 0 0 0 0 1 0 0 
14280.png 0 0 0 1 0 0 0 0 0 
14281.png 0 0 1 0 0 0 1 1 0 
14282.png 0 0 0 1 0 0 1 0 0 
14283.png 0 0 0 1 0 0 1 0 0 
14284.png 0 0 0 1 0 0 0 0 0 
14285.png 0 0 0 1 0 0 0 1 0 
14286.png 0 0 1 0 0 0 1 0 0 
14287.png 0 0 0 1 0 0 0 1 0 
14288.png 0 0 1 0 0 0 0 0 0 
14289.png 0 0 0 1 0 0 0 0 0 
14290.png 0 1 0 0 0 0 1 0 0 
14291.png 0 0 1 0 0 0 1 0 0 
14292.png 0 0 0 0 1 0 0 0 0 
14293.png 0 1 0 0 0 0 0 0 0 
14294.png 0 0 0 1 0 0 0 1 0 
14295.png 0 1 0 0 0 0 1 0 0 
14296.png 0 0 1 0 0 0 1 0 0 
14297.png 0 1 0 0 0 0 0 0 1 
14298.png 0 1 0 0 0 0 0 0 0 
14299.png 0 0 1 0 0 0 1 0 0 
14300.png 0 0 1 0 0 0 1 0 0 
14301.png 0 0 1 0 0 0 0 0 0 
14302.png 0 0 1 0 0 0 1 0 0 
14303.png 0 1 0 0 0 0 0 0 0 
14304.png 0 0 0 1 0 0 0 0 0 
14305.png 0 0 1 0 0 0 0 0 0 
14306.png 0 0 1 0 0 0 1 0 0 
14307.png 0 0 1 0 0 0 1 1 0 
14308.png 0 0 0 1 0 0 1 1 0 
14309.png 0 1 0 0 0 0 0 0 0 
14310.png 0 0 0 1 0 0 1 0 0 
14311.png 0 0 1 0 0 0 1 0 0 
14312.png 0 0 0 1 0 0 1 0 0 
14313.png 0 0 1 0 0 0 0 1 0 
14314.png 0 0 0 1 0 0 0 0 0 
14315.png 0 0 0 1 0 0 1 0 0 
14316.png 0 1 0 0 0 0 0 0 0 
14317.png 0 0 0 1 0 0 0 0 0 
14318.png 0 0 0 1 0 0 1 0 1 
14319.png 0 1 0 0 0 0 1 0 0 
14320.png 0 0 0 0 1 0 1 0 0 
14321.png 0 1 0 0 0 0 0 0 0 
14322.png 0 0 0 0 1 0 0 0 0 
14323.png 0 0 1 0 0 0 0 0 0 
14324.png 1 0 0 0 0 0 1 0 0 
14325.png 0 0 1 0 0 0 0 0 0 
14326.png 0 1 0 0 0 0 0 0 0 
14327.png 0 1 0 0 0 0 0 0 0 
14328.png 0 0 0 0 1 0 1 0 0 
14329.png 0 0 0 1 0 0 0 0 0 
14330.png 0 0 0 1 0 0 1 0 0 
14331.png 0 0 0 0 1 0 1 0 0 
14332.png 0 0 0 1 0 0 1 0 0 
14333.png 0 0 0 1 0 0 1 0 0 
14334.png 0 0 0 1 0 0 0 0 1 
14335.png 0 1 0 0 0 0 1 1 0 
14336.png 0 1 0 0 0 0 0 0 0 
14337.png 0 0 1 0 0 0 1 0 0 
14338.png 0 0 0 0 1 0 1 0 0 
14339.png 0 0 0 1 0 0 0 1 0 
14340.png 0 1 0 0 0 0 1 0 0 
14341.png 0 1 0 0 0 0 0 0 0 
14342.png 0 1 0 0 0 0 0 0 0 
14343.png 0 1 0 0 0 0 1 0 0 
14344.png 0 0 0 0 1 0 0 1 0 
14345.png 0 0 0 0 0 1 0 1 0 
14346.png 0 0 0 1 0 0 1 0 0 
14347.png 0 1 0 0 0 0 0 0 0 
14348.png 0 1 0 0 0 0 1 0 0 
14349.png 0 0 1 0 0 0 0 0 0 
14350.png 0 1 0 0 0 0 1 1 0 
14351.png 0 0 0 0 1 0 1 1 0 
14352.png 0 0 1 0 0 0 0 0 0 
14353.png 1 0 0 0 0 0 1 0 0 
14354.png 1 0 0 0 0 0 0 0 0 
14355.png 0 0 0 1 0 0 1 1 0 
14356.png 0 0 0 1 0 0 1 0 0 
14357.png 0 0 0 1 0 0 0 0 0 
14358.png 0 0 1 0 0 0 0 0 0 
14359.png 1 0 0 0 0 0 1 0 0 
14360.png 0 0 0 1 0 0 0 1 0 
14361.png 0 1 0 0 0 0 1 0 0 
14362.png 0 0 1 0 0 0 0 0 0 
14363.png 0 0 0 1 0 0 1 0 0 
14364.png 0 0 1 0 0 0 0 0 0 
14365.png 0 0 0 0 1 0 1 0 0 
14366.png 0 0 0 1 0 0 0 0 0 
14367.png 0 0 0 1 0 0 0 0 0 
14368.png 1 0 0 0 0 0 0 0 0 
14369.png 0 0 0 1 0 0 0 0 0 
14370.png 0 0 1 0 0 0 0 0 0 
14371.png 0 0 0 1 0 0 0 0 0 
14372.png 0 0 0 1 0 0 0 0 0 
14373.png 0 1 0 0 0 0 0 0 0 
14374.png 0 0 1 0 0 0 1 0 0 
14375.png 0 0 0 1 0 0 0 0 0 
14376.png 0 0 0 1 0 0 1 0 1 
14377.png 0 0 0 1 0 0 1 1 0 
14378.png 0 1 0 0 0 0 0 0 0 
14379.png 0 0 0 1 0 0 1 1 0 
14380.png 0 0 0 0 1 0 1 1 0 
14381.png 0 1 0 0 0 0 0 0 0 
14382.png 0 0 0 1 0 0 1 1 0 
14383.png 0 0 0 1 0 0 1 1 0 
14384.png 0 0 0 1 0 0 1 1 0 
14385.png 0 1 0 0 0 0 0 0 0 
14386.png 0 1 0 0 0 0 0 0 0 
14387.png 0 0 0 1 0 0 1 0 0 
14388.png 0 0 0 0 1 0 1 1 0 
14389.png 1 0 0 0 0 0 0 0 0 
14390.png 0 0 0 1 0 0 1 0 0 
14391.png 0 0 1 0 0 0 0 0 0 
14392.png 0 1 0 0 0 0 0 0 0 
14393.png 0 1 0 0 0 0 0 0 0 
14394.png 0 0 1 0 0 0 0 0 0 
14395.png 0 1 0 0 0 0 1 0 0 
14396.png 0 0 0 0 1 0 1 1 0 
14397.png 0 1 0 0 0 0 0 0 0 
14398.png 0 0 0 0 1 0 1 0 0 
14399.png 0 1 0 0 0 0 0 0 0 
14400.png 0 1 0 0 0 0 0 0 0 
14401.png 0 0 0 0 1 0 0 0 0 
14402.png 0 1 0 0 0 0 0 0 0 
14403.png 0 1 0 0 0 0 0 0 0 
14404.png 0 0 0 0 1 0 1 1 0 
14405.png 0 1 0 0 0 0 0 0 0 
14406.png 0 1 0 0 0 0 0 0 0 
14407.png 0 1 0 0 0 0 0 1 0 
14408.png 0 1 0 0 0 0 0 0 0 
14409.png 0 0 1 0 0 0 0 0 0 
14410.png 1 0 0 0 0 0 1 0 0 
14411.png 0 1 0 0 0 0 1 0 0 
14412.png 0 0 1 0 0 0 1 0 1 
14413.png 0 0 0 0 1 0 1 1 0 
14414.png 0 0 1 0 0 0 1 0 0 
14415.png 0 1 0 0 0 0 0 0 0 
14416.png 0 0 1 0 0 0 1 1 0 
14417.png 0 0 1 0 0 0 0 0 0 
14418.png 0 0 1 0 0 0 0 0 0 
14419.png 0 0 0 0 1 0 0 0 1 
14420.png 0 1 0 0 0 0 0 0 0 
14421.png 0 0 0 1 0 0 0 0 0 
14422.png 0 0 1 0 0 0 0 1 0 
14423.png 0 1 0 0 0 0 0 0 0 
14424.png 0 1 0 0 0 0 1 0 0 
14425.png 0 1 0 0 0 0 0 0 0 
14426.png 0 0 0 1 0 0 1 1 0 
14427.png 0 1 0 0 0 0 0 0 0 
14428.png 0 1 0 0 0 0 0 0 0 
14429.png 0 0 0 1 0 0 0 1 0 
14430.png 0 0 0 1 0 0 1 1 0 
14431.png 0 1 0 0 0 0 1 0 0 
14432.png 0 0 0 0 1 0 0 1 0 
14433.png 0 0 1 0 0 0 1 0 1 
14434.png 0 0 0 1 0 0 1 0 0 
14435.png 0 0 0 1 0 0 1 0 0 
